fish_names,fish_prices in EUR,pictures,special
"Einbinden-Ziersalmler, Nannostomus unifasciatus",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85118/middle/Nannostomus-unifasciatus.jpg,
"Einpunktdämon, Satanoperca lilith",49.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83329/middle/83329-Einpunktdaemon-Satanoperca-lilith.jpg,
"Eisblauer Zebra, Maylandia (Metriaclima) greshakei, DNZ",15.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80300/middle/80300-Eisblauer-Zebra-Maylandia-greshakei-Ice-Blue-Nachz.jpg,
"Elefantenfisch, Campylomormyrus elephas",39.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100101/middle/Elefantenfisch-Campylomormyrus-elephas-1.jpg,
"Elefantenrüsselfisch, Gnathonemus petersii NZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80141/middle/80141-Elefantenruesselfisch--Gnathonemus-petersii.jpg,
"Elfenwels, Acanthicus adonis",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81940/middle/81940-Elfenwels-Acanthicus-adonis.jpg,
"Elisabeth’s Zwergbuntbarsch, Apistogramma elizabethae",64.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84531/middle/Elisabeths-Zwergbuntbarsch-Apistogramma-elizabethae-neu.jpg,
"Elritze, Phoxinus phoxinus (Kaltwasser), DNZ",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81043/middle/81043-Elritze-Phoxinus-phoxinus-Kaltwasser.jpg,
"Emerald Green Schlangenkopf, Channa sp. „Emerald Green“",79.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100037/middle/Emerald-Green-Schlangenkopf-Channa-sp-Emerald-Green-1.jpg,
"Endler Guppy Black Flame, Poecilia wingei, 1 Paar",12.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101163/middle/Endler-Guppy-Black-Flame-Poecilia-wingei-neu1-1-Paar.jpg,
"Endler Guppy Dreipunkt, Poecilia wingei, 1 Paar",12.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102922/middle/Dreipunkt-Endler-Guppy-Poecilia-wingei-Three-Spot-7.jpg,Neuheit
"Endler Guppy Flametail, Poecilia wingei (Minifisch)",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86782/middle/Endler-Guppy-Flametail-Poecilia-wingei-1.jpg,
"Endler Guppy Gold, Poecilia wingei gold (Minifisch)",3.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84353/middle/Poecilia-wingei-GOLD-goldener-endler-guppy.jpg,
"Endler Guppy Rio Oro, Poecilia wingei (Minifisch)",5.19,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84449/middle/Endler-Guppy-Rio-Oro-Poecilia-wingei-Minifisch.jpg,
"Endlichers Flösselhecht, Polypterus endlicherii, NZ",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100751/middle/Endlichers-Floesselhecht-Polypterus-endlicherii-1.jpg,
"Equinus-Korallenwels, Neosilurus equinus",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100081/middle/Equinus-Korallenwels-Neosilurus-equinus-1.jpg,
"Erdbeersalmler, Axelrodia risei (Minifisch)",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82687/middle/82687-Axelrodia-riesei-2.jpg,
"Europäischer Flußbarsch, Perca fluviatilis (Kaltwasser)",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84137/middle/Perca-fluviatilis-Flussbarsch.jpg,
"Federsalmler, Hemiodopsis gracilis",24.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83358/middle/83358-Federsalmler--Hemiodopsis-gracilis.jpg,
"Feenbärbling, Danionella priapus (Minifisch)",1.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83576/middle/Danionella--priapus-1.jpg,
"Fetzenkugelfisch, Tetraodon baileyi (Rarität)",89.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83856/middle/Fetzenkugelfisch-Tetraodon-baileyi-neu.jpg,
"Feuerstachelaal, Mastacembelus erythrotaenia, ca. 10-12 cm",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85114/middle/Mastacembelus-erythrotaenia-Feuerstachelaal.jpg,
"Flaggenbuntbarsch, Mesonauta festivus, DNZ",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83282/middle/83282-Mesonauta-festivus-Flaggenbuntbarsch.jpg,
"Flaggenschwanz-Panzerwels, Corydoras robinae",26.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80133/middle/80133-Flaggenschwanz-Panzerwels--Corydoras-robinae.jpg,
"Flaschenmaul-Nilhecht, Mormyrus longirostris",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100068/middle/Flaschenmaul-Nilhecht-Mormyrus-longirostris-1.jpg,
"Flösselaal, Erpetoichthys calabaricus, 18-25 cm",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85127/middle/Erpetoichthys-calabaricus-floesselaal-1.jpg,
"Flügelpanzerwels, Corydoras semiaquilus sp. aff. PERU",19.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83277/middle/83277-Corydoras-semiaquilus-fluegelpanzerwels.jpg,
"Flussaal, Anguilla anguilla, 10-15 cm (Kaltwasser)",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82087/middle/82087-Flussaal-Anguilla-anguilla.jpg,
"Flusswels, Silurus glanis (Kaltwasser)",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81049/middle/81049-Silurus-glanis-E85005.jpg,
"Foerschs Prachtgrundkärpfling, Nothobranchius foerschi",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85219/middle/Nothobranchius-foerschi-FSWMY0967.jpg,
"Frosch-Fettwels, Pseudopimelodus raninus raninus",17.89,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85132/middle/Pseudopimelodus-raninus-3.jpg,
"Froschwels, Clarias batrachus Naturfarben, NZ",16.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20926/middle/20926-Froschwels--Clarias-batrachus.jpg,
"Gabelschwanz-Blauauge, Pseudomugil furcatus",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20930/middle/Gabelschwanz-Blauauge-Pseudomugil-furcatus-1.jpg,
"Gabelschwanz-Schachbrettbuntbarsch, Dicrossus filamentosus",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84607/middle/Dicrossus-filamentosus-Gabelschwanz-Schachbrettbunt.jpg,
"Gabun-Prachtkärpfling, Aphyosemion gabunense",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85217/middle/Aphyosemion-gabunense.jpg,
"Garra Hughi, Super Algenfresser",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85032/middle/Garra-Hughi-Super-Algenfresser.jpg,
"Gebänderter Bodensalmler, Characadium fasciatum",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83360/middle/83360-Gebaenderter-Bodensalmler--Characadium-fasciatum.jpg,
"Gebänderter Messerfisch, Gymnotus carapo",34.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101538/middle/Gebaenderter-Messerfisch--Gymnotus-carapo.jpg,Neuheit
"Gebirgsharnischwels, Chaetostoma thomasi L146, 5-6 cm",12.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81945/middle/81945-Gebirgsharnischwels-Chaetostoma-thomasi-L146.jpg,
"Gecko-Schmerle, Homaloptera bilineata",11.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86606/middle/Gecko-Schmerle-Homaloptera-bilineata.jpg,
"Gefleckter Hechtsalmler, Boulengerella maculata",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80205/middle/80205-Gefleckter-Hechtsalmler-Boulengerell-amaculata.jpg,
"Gefleckter Kaudi, Phalloceros caudimaculatus",7.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80180/middle/80180-Gefleckter-Kaudi--Phalloceros-caudimaculatus.jpg,
"Gefleckter Knochenhecht, Kaimanfisch, Lepisosteus oculatus",39.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84506/middle/Lepisosteus-oculatus-gefleckter-knochenhecht.jpg,
"Gefleckter Reiskärpfling, Oryzias dancena (Minifisch)",2.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20903/middle/20903-Gefleckter-Reiskaerpfling--Oryzias-dancena--Minifi.jpg,
"Gefleckter Scheibensalmler, Metynnis lippincottianus",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82686/middle/82686-Metynnis-lippincottianus-1.jpg,
"Gefleckter Zwergpanzerwels, Aspidoras pauciradiatus",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84332/middle/Gefleckter-Zwergpanzerwels-Aspidoras-pauciradiatus.jpg,
"Geflecktes Blauauge, Pseudomugil gertrudae",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20931/middle/20931-Geflecktes-Blauauge--Pseudomugil-gertrudae.jpg,
"Gehörnte Saugbarbe, Garra bicornuta",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85123/middle/Gehoernte-Saugbarbe-Garra-bicornuta.jpg,
"Gelbbinden-Fiederbartwels, Synodontis flavitaeniatus",35.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84150/middle/Synodontis-flavitaeniatus.jpg,
"Gelber Calico Platy, Xiphophorus maculatus",4.19,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84359/middle/Xiphophorus-maculatus-Calico-Gelb.jpg,
"Gelber Komet Platy, Xiphophorus maculatus",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85098/middle/Xiphophorus-maculatus-Kometplaty-Gelb-5.jpg,
"Gelber Phantomsalmler, Hyphessobrycon roseus",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84618/middle/Gelber-Phantomsalmler-Hyphessobrycon-roseus.jpg,
"Gelber Phantomwels, L 200, Hemiancistrus subviridis, 8-12 cm",79.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83361/middle/83361-Gelber-Phantomwels-L-200-Hemiancistrus-subviridis.jpg,
"Gelber Phantomwels, L200a, Ancistrus sp., 12-15 cm",129.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83328/middle/83328-Gelber-Phantomwels-L200a-Ancistrus-sp.jpg,
"Gelber Purpurprachtbarsch, Pelvicachromis pulcher yellow",10.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84107/middle/Pelvicachromis-pulcher-Yellow.jpg,
"Gelber Sandcichlide, Xenotilapia flavipinnis",28.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80175/middle/80175-Gelber-Sandcichlide--Xenotilapia-flavipinnis.jpg,
"Gelber Zwergbuntbarsch, Apistogramma borelli",13.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80122/middle/80122-Gelber-Zwergbuntbarsch--Apistogramma-borelli.jpg,
"Gelbflecken-Kaktuswels, L97, Pseudacanthicus sp.",69.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101670/middle/Pseudacanthicus-species-L97.jpg,Neuheit
"Gelbschwanz Flossensauger, Pseudogastromyzon viriosus",12.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101683/middle/Gelbschwanz-Flossensauger-Gastromyzon-viriosus-2.jpg,Neuheit
"Gemalter Schwielenwels albino, Hoplosternum thoracatum",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/87595/middle/Gemalter-Schwielenwels-Hoplosternum-thoracatum-albino.jpg,
"Gemeiner Bartwels, Sturisoma barbatum",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100719/middle/Gemeiner-Bartwels-Sturisoma-barbatum-2.jpg,
"Gemeiner Nadelwels, Farlowella acus, min. 7-10 cm",22.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83269/middle/83269-Farlowella-acus-gemeiner-nadelwels.jpg,
"Genetzter Süßwasserrochen, Potamotrygon reticulatus, 12-15 cm (Rarität)",99.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8894/middle/8894-Genetzter-Suesswasserrochen--Potamotrygon-reticulat.jpg,
"Gepunkteter Opal-Fadenfisch, Trichogaster trichopterus opal, DNZ, 5-8 cm",8.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85650/middle/Gepunkterer-Opal-Fadenfisch-Trichogaster-trichopter.jpg,
"Gepunkteter Panzerwels, Corydoras punctatus",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83242/middle/83242-gepunkteter-panzerwels-Corydoras-punctatus.jpg,
"Gepunkteter Scheibensalmler, Metynnis maculatus",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82900/middle/82900-Gepunkteter-Scheibensalmler-Metynnis-maculatus.jpg,
"Gestreifter Fadenfisch, Colisa fasciata",16.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84335/middle/Gestreifter-Fadenfisch-Colisa-fasciata.jpg,
"Gestreifter Kammbuntbarsch, Crenicichla strigata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83284/middle/83284-Gestreifter-Kammbuntbarsch-Crenicichla-strigata.jpg,
"Gestreifter Leporinus, Leporinus striatus",11.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101437/middle/gestreifter-leoprinus--Leporinus-striatus-2.jpg,Neuheit
"Gestreifter Prachtkärpfling, Aphyosemion striatum",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80120/middle/80120-Gestreifter-Prachtkaerpfling--Aphyosemion-striatum.jpg,
"Gestreifter Regenbogenfisch, Chilatherina fasciata, 5 Tiere",49.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100468/middle/Chilatherina-fasciata-gestreifter-regenbogenfisch.jpg,Neuheit
"Gidomen-Regenbogenfisch, Glossolepis spec. Gidomen, 5 Tiere",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101486/middle/Glossolepis-Spec-Gidomen-village.jpg,Neuheit
"Glänzender Zwergbuntbarsch, Nanochromis splendens, 1 Paar",29.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102989/middle/Glaenzender-Zwergbuntbarsch-Nanochromis-splendens-1.jpg,
"Glanzsalmler, Chalceus macrolepidotus",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83283/middle/83283-Chalceus-macrolepidotus-glanzsalmler.jpg,
"Glasbärbling, Rasbora trilineata",2.79,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83256/middle/Rasbora-trilineata.jpg,
"Glasbarsch, Parambassis ranga",5.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82888/middle/82888-Indischer-Glasbarsch-Parambassis-ranga.jpg,
"Glimmerlabeo, Crossocheilus latius",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85028/middle/Glimmerlabeo-Crossocheilus-latius.jpg,
"Glowlight-Rasbora, Sundadanio retiarius (Minifisch), 5 Stück",17.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101679/middle/Glowlight-Rasbora-Sundadanio-retiarius-5.jpg,Neuheit
"Glühaugen-Kugelfisch, Tetraodon cutcutia",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100290/middle/Gluehaugen-Kugelfisch-Tetraodon-cutcutia-1.jpg,
"Glühkohlenbarbe, Barbus fasciatus",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9501/middle/9501-Gluehkohlenbarbe--Barbus-fasciatus.jpg,
"Glühkohlenmaulbrüter, Astatotilapia nubila",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84870/middle/Gluehkohlenmaulbrueter-Astatotilapia-nubila.jpg,
"Glühköpfchen, Sawbwa resplendens",5.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80202/middle/Gluehkoepfchen-Sawbwa-resplendens.jpg,
"Glühlicht Platy Gold, Xiphophorus maculatus",2.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85092/middle/Xiphophorus-maculatus-Gluehlichtplaty-Gold-9.jpg,
"Glühlicht Platy, Xiphophorus maculatus",2.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84360/middle/Gluehlicht-Platy-Xiphophorus-maculatus.jpg,
"Glühlichtsalmler, Hemigrammus erythrozonus DNZ",1.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8878/middle/8878-Gluehlichtsalmler--Hemigrammus-erythrozonus.jpg,
"Gold-Bitterling, Rhodeus amarus, 4-7 cm (Kaltwasser)",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82055/middle/82055-Rhodeus-amarus-Gold.jpg,
"Gold-Elritze, Pimephales promelas, 3-4 cm (Kaltwasser)",3.39,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82053/middle/82053-Gold-Elritze-Pimephales-promelas-4-7-cm-Kaltwasser.jpg,
"Gold-Rotfeder, Scardinius erythrophthalmus, DNZ, 8-10 cm (Kaltwasser)",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82057/middle/82057-Gold-Rotfeder-Scardinius-erythrophthalmus.jpg,
"Gold-Tetra, Hemigrammus rodwayi",3.69,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80038/middle/80038-Gold-Tetra--Hemigrammus-rodwayi.jpg,
"Goldbauch-Zwergbuntbarsch, Apistogramma atahualpa",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81033/middle/81033-Goldbauch-Zwergbuntbarsch-Apistogramma-atahualpa.jpg,
"Goldbinden-Zebraantennenwels, Brachyplatystoma juruense",59.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84476/middle/Brachyplatystoma-juruense.jpg,
"Goldbuntbarsch, Thorichthys aureus",12.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100707/middle/Goldbuntbarsch-Thorichthys-aureus-neu-1.jpg,
"Goldene Zwergbarbe, Pethia aurea (Minifisch)",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20901/middle/20901-Goldene-Zwergbarbe-Pethia-aurea.jpg,
"Goldener Fadenfisch, Trichogaster trichopterus",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20876/middle/20876-Goldener-Fadenfisch--Trichogaster-trichopterus.jpg,
"Goldener Flusswels, Silurus glanis gold (Kaltwasser)",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83850/middle/Silurus--glanis-flussels--3.jpg,
"Goldener Fsh perlosi, Fsh perlosi gold",25.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100180/middle/Fsh-perlosi-Gold-3.jpg,
"Goldener Honiggurami, Colisa Chuna",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/87610/middle/Goldener-Honiggurami-Colisa-labiosa-1.jpg,
"Goldener Kongosalmler, Phenacogrammus aurantiacus",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101758/middle/Goldener-Kongosalmler-Phenacogrammus-aurantiacus-1.jpg,
"Goldener Kugelfisch, Chonerhinus modestus",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101451/middle/Auriglobus-modestus-Chonerhinus-modestus.jpg,Neuheit
"Goldener Netzpinselalgenfresser, Crossocheilus reticulatus gold",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100580/middle/Goldener-Netzpinselalgenfresser-Crossocheilus-reticulatus-gold.jpg,
"Goldener Panzerwels, Corydoras melanotaenia",13.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83248/middle/83248-Goldener-Panzerwels-Corydoras-melanotaenia.jpg,
"Goldener Rotstrichalgenfresser, Puntius denisonii",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101448/middle/Goldener-Rotstrichalgenfresser-Puntius-denisonii.jpg,Neuheit
"Goldener Schleier-Antennenwels, Ancistrus dolichopterus",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101375/middle/Ancistrus-spec--Gold-Schleier-4.jpg,Neuheit
"Goldener Streifenhechtling, Aplocheilus lineatus",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20949/middle/Goldener-Streifenhechtling-Aplocheilus-lineatus.jpg,
"Goldener Streifenhechtling, Aplocheilus lineatus gold",8.89,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85006/middle/Aplocheilus-lineatus-gold-FSWFT1953.jpg,
"Goldfadenfisch rotgold, Trichogaster trichopterus DNZ!",7.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85397/middle/Trichogaster-trichopterus-Rotgold-19.jpg,
"Goldfarbener Fiederbartwels, Synodontis nigrita gold",21.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85150/middle/Synodontis-nigrita-Gold-1.jpg,
"Goldfisch Gelb, Carassius auratus (Kaltwasser)",3.69,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/11433/middle/11433-Goldfisch-Gelb-Carassius-auratus-7-10-cm-Kaltwasse.jpg,
"Goldfisch Komet weiß, Carassius auratus (Kaltwasser)",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81053/middle/81053-Goldfisch-Komet-weiss-Carassius-auratus-Kaltwasser.jpg,
"Goldfisch Ryukin rot-weiß, Carassius auratus (Kaltwasser)",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81034/middle/81034-Goldfisch-Ryukin-rot-weiss-Carassius-auratus-Kaltw.jpg,
"Goldfisch Sarassa rot-weiß, Carassius auratus (Kaltwasser)",6.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/11436/middle/11436-Goldfisch-Sarassa-rot-weiss-Carassius-auratus--Kal.jpg,
"Goldfisch schwarz, Carassius auratus (Kaltwasser)",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84642/middle/Carassius-auratus-goldfisch-Schwarz.jpg,
"Goldfleck-Schlangenkopffisch, Channa aurantimaculata",169.9,https://cdn02.plentymarkets.com/idwditcg5ajj/frontend/static/Platzhalter.jpg,
"Goldfleck-Zwergbärbling, Boraras merah (Minifisch)",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84138/middle/Boraras-merah-goldfleck-zwergbaerbling.jpg,
"Goldflecken-Segelschilderwels, Glyptoperichthys joselimaianus L001",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10801/middle/10801-Goldflecken-Segelschilderwels--Glyptoperichthys-jo.jpg,
"Goldforelle, Oncorhynchus mykiss (Kaltwasser)",24.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81041/middle/81041-Goldforelle-Oncorhynchus-mykiss-Kaltwasser.jpg,
"Goldie-Fluss-Regenbogenfisch, Melanotaenia goldiei, 5 Tiere",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100345/middle/Goldi-Fluss-regenbogenfischMelanotaenia-goldiei-18.jpg,Neuheit
"Goldkopf-Skalar XL, Pterophyllum scalare",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84994/middle/Skalar-Goldkopf-Pterophyllum-scalare-XL.jpg,
"Goldlinienschlangenkopffisch, Channa micropeltes",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85124/middle/Channa-micropeltes--Goldlinienschlangenkopf-2.jpg,
"Goldpuder-Molly Lyra, Poecilia latipinna",3.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85081/middle/Poecilia-latipinna-Goldpuder-Lyra-3.jpg,
"Goldpuder-Molly, Poecilia sphenops",4.19,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10050/middle/10050-Goldpuder-Molly-Poecilia-sphenops.jpg,
"Goldstachel-Breitkopfharnischwels, L 56, Parancistrus aurantiacus, 5-7 cm",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83335/middle/83335-Goldstachel-Breitkopfharnischwels-Parancistrus-aur.jpg,
"Goldstaubmuräne, Gymnothorax tile (Rarität)",49.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10790/middle/Goldstaubmuraene-Gymnothorax-tile-Raritaet.jpg,
"Greshoffs Fiederbartwels, Synodontis greshoffi",9.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101746/middle/Greshoffs-Fiederbartwels--Synodontis-greshoffi-1.jpg,
"Großaugen-Sandcichlide, Callochromis macrops NDOLE RED, DNZ",28.79,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84151/middle/Callochromis-macrops.jpg,
"Großmaul Apistogramma, Apistogramma norberti",19.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84100/middle/Grossmaul-Apistogramma-norberti.jpg,
"Großmaulwels, Chaca Chaca",54.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84331/middle/Chaca-chaca-2.jpg,
"Grüne Bänderschmerle, Botia dario",11.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82892/middle/82892-Gruene-Baenderschmerle-Botia-dario.jpg,
"Grüner Argusfisch, Scatophagus argus argus",24.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85073/middle/Gruener-Argusfisch-Scatophagus-argus-argus-1.jpg,
"Grüner Fransenlipper, Epalzeorhynchos frenatum",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82418/middle/82418-Gruener-Fransenlipper-Epalzeorhynchos-frenatum.jpg,
"Grüner Leporinus, Leporinus fasciatus",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81933/middle/81933-Gruener-Leoprinus-Leporinus-fasciatus.jpg,
"Grüner Maulbrüter, Otopharynx tetrastigma, DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86303/middle/Gruener-Maulbrueter-Otopharynx-tetrastigma.jpg,Neuheit
"Grüner Messerfisch, Eigenmannia virescens",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85000/middle/Eigenmannia-virescens-gruener-messerfisch-2.jpg,
"Grüner Neon, Hemigrammus hyanuary",5.89,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80171/middle/80171-Gruener-Neon--Hemigrammus-hyanuary.jpg,
"Grüner Panaque, L191, Panaque sp.",59.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83253/middle/83253-L-191-Panaque-sp-gruener-panaque.jpg,
"Grünflossenbuntbarsch (gold), Cichlasoma nigrofasciatum gold",7.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84881/middle/Gruenflossenbuntbarsch-gold-Cichlasoma-nigrofasciat.jpg,
"Grüngestreifter Panzerwels, Corydoras venazuelanus ""Green stripe""",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100161/middle/Gruengestreifter-Panzerwels-Corydoras-venazuelanus-Green-stripe-1.jpg,
"Grünpunkt-Raubsalmler, Poecilocharax weitzmani",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84368/middle/Gruenpunkt-Raubsalmler--Poecilocharax-weitzmani.jpg,
"Günthers Prachtgrundkärpfling, rot, Nothobranchius guentheri",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85220/middle/Nothobranchius-guentheri-Rot-FSWMY0970.jpg,
