fish_names,fish_prices in EUR,pictures,special
Zierfisch-Sortiment Amazonas für 120 cm,169.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86557/middle/Zierfisch-Sortiment-Amazonas-120-cm-Aquarium.jpg,Neuheit
Zierfisch-Sortiment Amazonas für 60 cm,69.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86553/middle/Zierfisch-Sortiment-Amazonas-fuer-60-cm.jpg,Neuheit
Zierfisch-Sortiment Amazonas für 80 cm,129.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86554/middle/Zierfisch-Sortiment-Amazonas-fuer-80-cm.jpg,Neuheit
Zierfisch-Sortiment Asien für 100 cm,89.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86559/middle/Zierfisch-Sortiment-Asien-100-cm-Aquarium-neu.jpg,Neuheit
Zierfisch-Sortiment Asien für 60 cm,74.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86556/middle/Zierfisch-Sortiment-Asien-60-cm-Aquarium.jpg,Neuheit
Zierfisch-Sortiment Asien für 80 cm,84.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86558/middle/Zierfisch-Sortiment-Asien-80-cm-Aquarium.jpg,Neuheit
Zierfisch-Sortiment Deutschland für Becken ab 100 cm,74.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86563/middle/Zierfisch-Sortiment-Deutschland-100-cm-Aquarium.jpg,Neuheit
Zierfisch-Sortiment Einsteiger für 100 cm,69.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86547/middle/Zierfischsortiment-Einsteiger-100-cm.jpg,Neuheit
Zierfisch-Sortiment Einsteiger für 120 cm,189.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86548/middle/Fischsortiment-Einsteiger-120.jpg,Neuheit
Zierfisch-Sortiment Einsteiger für 80 cm,49.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86546/middle/Zierfisch-Sortiment-Einsteiger-80-cm-Aquarium.jpg,Neuheit
Zierfisch-Sortiment Einsteiger für 80 cm,49.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101281/middle/Zierfisch-Sortiment-Einsteiger-80-cm-Aquarium.jpg,Neuheit
Zierfisch-Sortiment Hartwasser für 100 cm,79.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86551/middle/Fischsortiment-Hartwasser-100.jpg,Neuheit
Zierfisch-Sortiment Hartwasser für 120 cm,99.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86552/middle/Fischsortiment-Hartwasser-120.jpg,Neuheit
Zierfisch-Sortiment Hartwasser für 60 cm,49.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86549/middle/Zierfisch-Sortiment-Hartwasser-60-cm-Aquarium.jpg,Neuheit
Zierfisch-Sortiment Hartwasser für 80 cm,99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86550/middle/Zierfisch-Sortiment-Hartwasser-80-cm-Aquarium.jpg,Neuheit
Zierfisch-Sortiment Regenbogenfische für 100 cm,149.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86569/middle/Zierfisch-Sortiment-Regenbogenfische-100-cm-Aquariu.jpg,Neuheit
Zierfisch-Sortiment Regenbogenfische für 120 cm,129.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86570/middle/Zierfisch-Sortiment-Regenbogenfische-120-cm-Aquariu.jpg,
Zierfisch-Sortiment Regenbogenfische für 60 cm,64.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86567/middle/Zierfisch-Sortiment-Regenbogenfische-60-cm-Aquarium.jpg,
Zierfisch-Sortiment Regenbogenfische für 80 cm,109.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86568/middle/Zierfisch-Sortiment-Regenbogenfische-80-cm-Aquarium.jpg,Neuheit
"Zimtfarbenes Dornauge, Pangio pangia",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/14983/middle/Zimtfarbenes-Dornauge-Pangio-pangia.jpg,
"Zitronengrundel, Mugilogobius rexi (Minifisch)",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82868/middle/Zitronengrundel-1-Paar-Mugilogobius-rexi-Minifisch-1.jpg,
"Zitronensalmler, Hyphessobrycon pulchripinnis",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10049/middle/Zitronensalmler-Hyphessobrycon-pulchripinnis.jpg,
"Zweifarbiger Skalar, Pterophyllum scalare Bicolor, 6-8 cm",14.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85638/middle/Zweifarbiger-Skalar-Pterophyllum-scalare-Bicolor.jpg,
"Zwerg-Barracuda-Salmler, Acestrorhynchus cf. minimus",49.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/103138/middle/Zwerg-Barracuda-Salmler-Acestrorhynchus-cf-minimus-1.jpg,
"Zwerg-Harlekinwels, Microglanis poecilus, 3-4 cm",10.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83264/middle/83264-Zwerg-harlekinwels-Microglanis-poecilus.jpg,
"Zwerg-Tigerschmerle, Yunnanilus cruciatus",11.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86697/middle/Zwerg-Tigerschmerle--Yunnanilus-cruciatus.jpg,Neuheit
"Zwergbärbling, Boraras maculatus",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85024/middle/Boraras-maculatus.jpg,
"Zwergbuntbarsch, Apistogramma agassizii Fire Red",18.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84865/middle/Apistogramma-agassizii-Superred.jpg,
"Zwergfadenfisch cobaltblau, Colisa lalia",8.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9533/middle/9533-Zwergfadenfisch-cobaltblau--Colisa-lalia.jpg,
"Zwergfadenfisch rot, Colisa lalia",7.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81952/middle/81952-Zwergfadenfisch-rot-Colisa-lalia.jpg,
"Zwerggoldringelgrundel, Brachygobius xanthomelas, 5 Tiere",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101393/middle/Brachygobius-xanthomelas.jpg,Neuheit
"Zwerghummelwels, Pseudomystus heokhuii",11.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101687/middle/Zwerghummelwels-Pseudomystus-heokhuii-5.jpg,Neuheit
"Zwergkärpfling, Heterandria formosa, DNZ",10.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/16414/middle/Zwergkaerpfling-Heterandria-formosa-Minifisch.jpg,
"Zwergpanzerwels, Corydoras pygmaeus (Minifisch)",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/16421/middle/16421-Zwergpanzerwels--Corydoras-pygmaeus--Minifisch-.jpg,
"Zwergregenbogenfisch, Melanotaenia maccullochi",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86754/middle/Zwergregenbogenfisch-Melanotaenia-maccullochi-1.jpg,
"Zwergziersalmler, Nannostomus marginatus",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84608/middle/Zwergziersalmler-Nannostomus-marginatus-1.jpg,
"Aulonocara steveni ""Hongi"", DNZ",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86302/middle/Aulonocara-steveni-HONGI.jpg,Neuheit
"Froschschlangenkopf, Channa gachua, 4-5 cm",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83855/middle/Frosch-Schlangenkopffisch--Channa--gachua.jpg,
"Gelbsaum-Prachtharnischwels, L81, Baryancistrus spec., 4-8 cm",59.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83333/middle/L-81-Baryancistrus-sp--.jpg,
"Haken-Scheibensalmler, Myleus rubripinnis, 5-8 cm",59.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82896/middle/82896-Haken-Scheibensalmler-Myleus-rubripinnis.jpg,
"Haplochromis spec. HIPPO POINT SALMON, DNZ",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86314/middle/Haplochromis-spec-HIPPO-POINT-SALMON.jpg,Neuheit
"Harlekin-Fransenlipper, Labeo cyclorhynchus",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80144/middle/80144-Harlekin-Fransenlipper--Labeo-cyclorhynchus.jpg,
"Kaiserbuntbarsch albino eureka, Aulonocara eureka albino",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100142/middle/Aulonocara-spec---Eureka-Albino--.jpg,Neuheit
"Lapradei-Flösselhecht, Polypterus lapradei, 20-30 cm",69.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100080/middle/Lapradei-Floesselhecht-Polypterus-lapradei-1.jpg,
"Milchstraßen-Rüsselzahnwels, Leporacanthicus galaxias L007/L029 (DNZ)",49.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80092/middle/80092-Milchstrassen-Ruesselzahnwels--Leporacanthicus-gal.jpg,
"Milomo-Buntbarsch, Placidochromis milomo, DNZ",28.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80295/middle/80295-Milomo-Buntbarsch-Placidochromis-milomo-Nachzucht-.jpg,
"Monster-Antennenwels, L34, Ancistrus ranuculus",59.0,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83336/middle/83336-Monster-Antennenwels-L34-Ancistrus-ranuculus.jpg,
Pseudotropheus kingsizei maingano (Metriaclima pulpican),17.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84099/middle/Pseudotropheus-kingsizei.jpeg,
"Schneckendornwels, Megalodoras irwini (Megalodoras uranoscopus)",119.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85148/middle/Megalodoruas-irwini-13.jpg,
"Schwarzweißer Schlankcichlide, Julidochromis transcriptus gombe",21.95,https://cdn02.plentymarkets.com/idwditcg5ajj/frontend/static/Platzhalter.jpg,
"Sechsstreifen-Lamprologus, Neolamprologus sexfasciatus gold, DNZ",16.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85036/middle/Sechsstreifen-Lamprologus-Neolamprologus-sexfasciat.JPG,
"Türkisblauer Aulonocara, Aulonocara spec. Turquoise, DNZ",32.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86284/middle/Aulonocara-spec--Turquoise.jpg,Neuheit
"Vielpunkt-Kuckuckswels, Synodontis multipunctatus",24.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85055/middle/Synodontis-multipunctatus.jpg,
"Weißschwanz-Panaque, L90, Panaque sp.",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84509/middle/L-90-Panaque-spec--2.jpg,
"Zebrabuntbarsch ""Honduras red point"", Cryptoheros nigrofasciatus",12.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82447/middle/82447-Zebrabuntbarsch-Honduras-red-point-Cryptoheros-nig.jpg,
"Blauer Phantomwels, Hemiancistrus spec. L128, 3-4 cm",49.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80072/middle/80072-Blauer-Phantomwels--Hemiancistrus-spec--L128.jpg,
"Imperial Tiger Pleco, Peckoltia compta Imperial Tiger, L134",119.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80070/middle/80070-Imperial-Tiger-Pleco--Peckoltia-compta-Imperial-Ti.jpg,
"Oscar Rot-Tiger, Astronotus ocellatus",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9521/middle/9521-Oscar-Rot-Tiger-Astronotus-ocellatus.jpg,
"Pfauenaugenbuntbarsch, Roter Tiger Albino Oscar, Astronotus ocellatus Red Tiger albino",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84341/middle/Astronotus-ocellatus-Red-Tiger-ALBINO.jpg,
"Roter Oscar, Pfauenaugenbuntbarsch, Astronotus ocellatus",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81058/middle/81058-Roter-Oscar-Astronotus-ocellatus.jpg,
"Saugmaulwels, Hypostomus plecostomus",16.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81117/middle/81117-Saugmaulwels-Hypostomus-plecostomus.jpg,
"Sebae-Flossenblatt, Monodactylus sebae",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85060/middle/Sebae-Flossenblatt-Monodactylus-sebae-1.jpg,
"Wels L177 Gelbsaumwels, Baryancistrus xanthellus",54.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85115/middle/L-177-Baryancistrus-xanthellus.jpg,
"Zwergschilderwels, Peckoltia vermiculata L002, 5-10 cm",69.0,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80089/middle/80089-Zwergschilderwels--Peckoltia-vermiculata-L002.jpg,
"Diskusfisch ASIA-NZ, Symphysodon discus Blue Diamond",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100947/middle/82879-Diskusfisch-Symphysodon-discus-Blue-Diamond.jpg,
"Diskusfisch ASIA-NZ, Symphysodon discus Blue dragon",179.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101582/middle/Symphysodon-aequifasciatus-Blue-Dragon-2.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Checkerboard",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101569/middle/Symphysodon-aequifasciatus-Checkerboard--2-.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Cobalt Blue",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100918/middle/Discus-Cobalt-blue-2.jpeg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Ghost (Golden dragon)",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101563/middle/Diskusfisch-Symphysodon-aequifasciatus-03-Ghost.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Gold Master (Siam gold)",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101564/middle/Diskusfisch-Symphysodon-aequifasciatus-04a-Gold-Master-1.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Gold pigeon (Yellow pigeon)",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101616/middle/Symphysodon-aequifasciatus-05-Gold-pigeon-3.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Gold pigeon snake",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101624/middle/Diskusfisch-Symphysodon-aequifasciatus-21-Gold-pigeon-snake-3.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Golden Panda",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101603/middle/Diskusfisch-Symphysodon-aequifasciatus-26-Golden-Panda-2.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Leopard snakeskin (Red spotted snake)",149.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101567/middle/Symphysodon-aequifasciatus-Snake-Skin-Red-spotted-6.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Ocean green (Green diamond)",179.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101570/middle/Symphysodon-aequifasciatus-Ocean-Green-2.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Pigeon Pearl",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101600/middle/Symphysodon-aequifasciatus-Pigeon-Pearl-8.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Pigeon snake",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101571/middle/Symphysodon-aequifasciatus-Pigeon-Snake-5.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Pigeon snake red turquoise",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101605/middle/Diskusfisch-Symphysodon-aequifasciatus-29-Pigeon-snake-red-turquoise-5.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red Diamond",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101584/middle/Diskusfisch-Symphysodon-aequifasciatus-16-Red-diamond-2.jpg,
"Diskusfisch ASIA-NZ, Symphysodon discus Red doll (Red melon)",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101572/middle/Diskusfisch-Symphysodon-discus--Red-Melon.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red dragon",129.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101573/middle/Diskusfisch-Symphysodon-aequifasciatus-08-Red-dragon-7.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red Eagle turquoise",129.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101621/middle/Diskusfisch-Symphysodon-aequifasciatus-15-Red-Eagle-2.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red Magic",119.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101604/middle/Symphysodon-aequifasciatus-Red-Magic.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red Panda",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101602/middle/Diskusfisch-ASIA-NZ-Symphysodon-discus-Red-Panda-1.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red royal pigeon (Classic striped pigeon)",98.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101611/middle/Symphysodon-aequifasciatus-Red-Royal-Pigeon-.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red Ruby",119.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101590/middle/Diskusfisch-Symphysodon-aequifasciatus-27-Red-Ruby-5.jpg,
"Diskusfisch ASIA-NZ, Symphysodon discus Red spider",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101576/middle/Symphysodon-aequifasciatus-Red-Spider-12.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red Spotted Gold",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101625/middle/Diskusfisch-Symphysodon-aequifasciatus-22-Red-Spotted-Gold-3.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red spotted green",129.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101599/middle/Symphysodon-aequifasciatus-Red-Spotted-Green-4.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red Stone (Fire Stone)",119.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101608/middle/Symphysodon-aequifasciatus-Red-Stone.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red Tiger",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101574/middle/Diskusfisch-Symphysodon-aequifasciatus-17--Red-Tiger-5.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red turquoise (Red royal)",89.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101609/middle/Diskusfisch-Symphysodon-aequifasciatus-10-Red-turquoise-16.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Red Velvet",189.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101610/middle/Symphysodon-aequifasciatus-11-Red-velvet-5.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus  Red White",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100971/middle/Symphysodon-aequifasciatus-Red-and-White-8.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Rose Red",129.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101575/middle/Diskusfisch-Symphysodon-aequifasciatus-18-Rose-Red.jpeg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Snake skin",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101617/middle/Diskusfisch-Symphysodon-aequifasciatus-12-Snake-Skin-2.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Snake Skin Red spotted",499.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101614/middle/Diskusfisch-Symphysodon-aequifasciatus-01--Snake-Skin-Red-spotted-5.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Solid red (San merah)",129.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101619/middle/Diskusfisch-Symphysodon-aequifasciatus-13-San-Merah-2.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Super Red",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101606/middle/Diskusfisch-Symphysodon-aequifasciatus-30-Super-Red-3.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Super Red pigeon blood",89.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101587/middle/Diskusfisch-Symphysodon-aequifasciatus-25-Super-red-pigeon-blood-2.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Super red turquoise",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101622/middle/Diskusfisch-Symphysodon-aequifasciatus-19--Super-red-turquoise-12.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Super turquoise (Purple turquoise)",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101620/middle/Diskusfisch-Symphysodon-aequifasciatus-14-Purple-Turquoise-7.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Tiger Snake",179.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101589/middle/Symphysodon-aequifasciatus-Tiger-Snake.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Tomato",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101583/middle/Symphysodon-aequifasciatus-09--Red-Tomato-6.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus White Diamond",149.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100933/middle/Symphysodon-aequifasciatus-White-Diamond-1.jpg,
"Diskusfisch ASIA-NZ, Symphysodon discus White gray",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101588/middle/Symphysodon-aequifasciatus-31-White-Gray-2.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus White Scorpion",99.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101615/middle/Symphysodon-aequifasciatus-White-Scorpion--2.jpg,Neuheit
"Diskusfisch ASIA-NZ, Symphysodon discus Yellow & white daimond",149.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101623/middle/Diskusfisch-Symphysodon-aequifasciatus-20--Yellow---white-Diamond.jpg,Neuheit
"Zebra-Harnischwels, Hypancistrus spec. L173, 4-5 cm",199.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101722/middle/Hypancistrus-species-L173-04.jpg,Neuheit
"Achtbinden-Trugbarbe, Eirmotus octozona",3.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86599/middle/Achtbinden-Trugbarbe-Eirmotus-octozona.jpg,
"Achtbindenbuntbarsch, Rocio octofasciata",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81937/middle/81937-Achtbindenbuntbarsch-Rocio-octofasciata.jpg,
"Achtringe-Schmerle, Serpenticobitis octozona",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101372/middle/Achtringe-Schmerle-Serpenticobitis-octozona-1.jpg,
"Adeia Grundel, Mugilogobius adeia",18.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101682/middle/Adeia-Grundel-Mugilogobius-adeia-14.jpg,Neuheit
"Afrikanischer Hechtsalmler, Hepsetus odoe",39.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100064/middle/Afrikanischer-Hechtsalmler-Hepsetus-odoe.jpg,
"Afrikanischer Messerfisch, Xenomystus nigri",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84999/middle/Xenomystus-nigri-Afrikanischer-Messerfisch-2.jpg,
"Afrikanischer Mondsalmler, Bathyaethiops breuseghemi",7.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101838/middle/Afrikanischer-Mondsalmler-Bathyaethiops-breuseghemi-2.jpg,
